,identifier/obPropId,LotSizeAcres,address/oneLine,address/postal1,location/latitude,location/longitude,location/distance,summary/propclass,summary/propsubtype,summary/yearbuilt,building/size/universalsize,building/rooms/bathstotal,building/rooms/beds,sale/amount/saleamt,sale/amount/salerecdate,sale/amount/saletranstype,sale/calculation/priceperbed,sale/calculation/pricepersizeunit
7858,4140250000000.0,0.1607,"96 AKERS AVE, AKRON, OH 44312",44312,41.058507,-81.456066,33.44,Single Family Residence / Townhouse,RESIDENTIAL,1950,900,1.0,3,73500,2018-07-20,Resale,36750,82
9033,2691140000000.0,0.3418,"20125 WINDING TRL, STRONGSVILLE, OH 44149",44149,41.309472,-81.847319,9.06,Single Family Residence / Townhouse,RESIDENTIAL,1992,2668,3.0,4,248000,2018-07-20,Resale,62000,93
3795,14325400000000.0,0.1157,"1484 HITE ST, AKRON, OH 44314",44314,41.058021000000004,-81.55345200000001,30.62,Single Family Residence / Townhouse,RESIDENTIAL,1927,960,1.0,2,32000,2018-07-20,Resale,16000,33
1980,24285700000000.0,0.28,"3504 SNYDER DR, WOOSTER, OH 44691",44691,40.841283000000004,-81.93464499999999,41.59,Single Family Residence / Townhouse,RESIDENTIAL,1983,0,0.0,0,205000,2018-07-20,Resale,0,0
5543,14054600000000.0,0.8375,"1657 BETZ DR, AKRON, OH 44306",44306,41.019025,-81.47449,35.09,Single Family Residence / Townhouse,RESIDENTIAL,1931,1339,2.0,4,127500,2018-07-20,Resale,31875,95
8050,3692120000000.0,0.0918,"720 ROSELAWN AVE, AKRON, OH 44306",44306,41.071753,-81.497363,31.42,Single Family Residence / Townhouse,RESIDENTIAL,1920,1477,1.0,4,33500,2018-07-19,Resale,8375,23
9822,18330600000000.0,1.0,"3979 SHARON COPLEY RD, MEDINA, OH 44256",44256,41.106905,-81.834509,23.05,Single Family Residence / Townhouse,HOUSE,1972,4620,4.0,3,365000,2018-07-19,Resale,121667,79
9114,4687210000000.0,0.41,"905 W PARKWAY BLVD, AURORA, OH 44202",44202,41.314174,-81.37694300000001,26.14,Single Family Residence / Townhouse,RESIDENTIAL,2000,3642,3.0,4,435000,2018-07-19,Resale,108750,119
5016,159600000000.0,0.1327,"25 W BURNS AVE, AKRON, OH 44310",44310,41.112814,-81.51561600000001,28.58,Single Family Residence / Townhouse,RESIDENTIAL,1918,1662,2.0,4,59000,2018-07-19,Resale,19667,36
5966,3671550000000.0,0.1393,"846 WILLOW CREEK DR, FAIRLAWN, OH 44333",44333,41.14049,-81.59003299999999,24.77,Single Family Residence / Townhouse,RESIDENTIAL,2004,2398,4.0,3,322000,2018-07-19,Resale,107333,144
5912,4132100000000.0,0.1722,"1520 CENTER AVE, CUYAHOGA FALLS, OH 44221",44221,41.137996,-81.461446,29.11,Single Family Residence / Townhouse,RESIDENTIAL,1958,1240,2.0,3,137000,2018-07-18,Resale,45667,110
6417,3700610000000.0,0.1084,"759 RAVENSWOOD ST, AKRON, OH 44306",44306,41.045831,-81.484675,33.26,Single Family Residence / Townhouse,RESIDENTIAL,2005,1296,2.0,3,15000,2018-07-18,Nominal - Non/Arms Length Sale,5000,12
7793,18264500000000.0,0.2149,"327 SCHROP AVE, AKRON, OH 44312",44312,41.054808,-81.446876,33.94,Single Family Residence / Townhouse,RESIDENTIAL,1951,1248,2.0,3,15000,2018-07-17,Resale,5000,12
7904,2037350000000.0,0.0872,"20 VERDUN DR, AKRON, OH 44312",44312,41.061741999999995,-81.453161,33.36,Single Family Residence / Townhouse,RESIDENTIAL,1919,1248,1.0,3,63000,2018-07-16,Resale,21000,50
1632,2137130000000.0,0.4417,"2365 MCGINTY RD NW, NORTH CANTON, OH 44720",44720,40.913339,-81.387692,43.68,Single Family Residence / Townhouse,HOUSE,2000,2424,3.0,5,314900,2018-07-16,Resale,78725,141
1193,18255700000000.0,0.4178,"4497 HENRYS MILL CIR NW, CANTON, OH 44718",44718,40.846132,-81.460541,45.8,Single Family Residence / Townhouse,HOUSE,2005,2411,4.0,3,350000,2018-07-16,Resale,116667,145
8449,18223700000000.0,0.2896,"20263 BEECHWOOD LN, STRONGSVILLE, OH 44149",44149,41.291923,-81.85035699999999,10.27,Single Family Residence / Townhouse,RESIDENTIAL,1987,2856,3.0,3,279900,2018-07-16,Resale,93300,98
1139,18250100000000.0,0.1125,"1722 38TH ST NW, CANTON, OH 44709",44709,40.840973,-81.389674,47.87,Single Family Residence / Townhouse,HOUSE,1949,780,2.0,3,64600,2018-07-16,Resale,21533,83
2518,18259000000000.0,0.9583,"3920 STATE RD, AKRON, OH 44319",44319,40.993911,-81.553476,34.51,Single Family Residence / Townhouse,RESIDENTIAL,1950,1372,1.0,3,156000,2018-07-13,Resale,78000,114
2384,14551100000000.0,0.3788,"221 HILLTOP DR, DOYLESTOWN, OH 44230",44230,40.976967,-81.69150400000001,33.06,Single Family Residence / Townhouse,RESIDENTIAL,1965,1344,3.0,3,159000,2018-07-13,Resale,53000,118
8761,19626339153.0,0.1607,"166 GRAND AVE, AKRON, OH 44302",44302,41.093357,-81.546225,28.74,Single Family Residence / Townhouse,RESIDENTIAL,1915,2212,2.0,4,82000,2018-07-13,Resale,20500,38
8865,2475750000000.0,0.3444,"233 LIBERTY ST, SPENCER, OH 44275",44275,41.09878,-82.120085,27.45,Single Family Residence / Townhouse,HOUSE,1976,3141,2.0,4,150000,2018-07-13,Resale,37500,48
9330,122075000000.0,1.3659,"10880 DEER RUN DR, GRAFTON, OH 44044",44044,41.328456,-82.057298,13.23,Single Family Residence / Townhouse,HOUSE,1994,3042,3.0,3,367000,2018-07-13,Resale,122333,121
3045,18355900000000.0,0.1848,"628 PORTAGE ST NW, NORTH CANTON, OH 44720",44720,40.878824,-81.40812,45.13,Single Family Residence / Townhouse,HOUSE,1885,1560,1.0,3,122000,2018-07-13,Resale,40667,95
7633,4123230000000.0,0.7874,"2465 FOREST DR, HINCKLEY, OH 44233",44233,41.256977,-81.774697,13.28,Single Family Residence / Townhouse,HOUSE,1931,1368,3.0,4,315000,2018-07-12,Resale,315000,230
5333,1434030000000.0,0.7521,"3513 ADA VISTA DR, UNIONTOWN, OH 44685",44685,40.99188,-81.396824,38.97,Single Family Residence / Townhouse,RESIDENTIAL,1967,1650,2.0,3,173000,2018-07-11,Resale,57667,105
6476,2951340000000.0,0.126,"1250 BELLOWS ST, AKRON, OH 44301",44301,41.048799,-81.519803,32.07,Single Family Residence / Townhouse,RESIDENTIAL,1917,1373,1.0,3,1388,2018-07-11,Resale,463,1
3681,8767739153.0,0.1322,"1193 WILBUR AVE, AKRON, OH 44301",44301,41.050305,-81.51402,32.15,Single Family Residence / Townhouse,RESIDENTIAL,1924,1260,1.0,2,1388,2018-07-11,Resale,694,1
6456,18262400000000.0,0.153,"794 CLIFFORD AVE, AKRON, OH 44306",44306,41.047706,-81.49881500000001,32.74,Single Family Residence / Townhouse,RESIDENTIAL,1928,1291,1.0,3,1388,2018-07-11,Resale,463,1
1374,18257200000000.0,0.3014,"907 LINDY LANE AVE SW, NORTH CANTON, OH 44720",44720,40.869907,-81.41271400000001,45.54,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1963,1540,2.0,3,173000,2018-07-10,Resale,57667,112
7831,4130430000000.0,0.1607,"150 AKERS AVE, AKRON, OH 44312",44312,41.056987,-81.45610400000001,33.52,Single Family Residence / Townhouse,RESIDENTIAL,1953,968,1.0,3,82500,2018-07-10,Resale,27500,85
6437,1426470000000.0,0.1102,"402 DENNISON AVE, AKRON, OH 44312",44312,41.046365,-81.428437,34.99,Single Family Residence / Townhouse,RESIDENTIAL,1924,989,2.0,4,81000,2018-07-09,Resale,20250,82
6222,2538010000000.0,1.79,"3627 S HAMETOWN RD, NORTON, OH 44203",44203,41.036044,-81.666965,29.52,Single Family Residence / Townhouse,RESIDENTIAL,1940,3964,3.0,5,259000,2018-07-06,Resale,51800,65
4115,4881639153.0,1.0328,"5892 DAILEY RD, NEW FRANKLIN, OH 44319",44319,40.929514000000005,-81.544134,38.73,Single Family Residence / Townhouse,RESIDENTIAL,1996,3419,3.0,4,340000,2018-07-06,Resale,85000,97
4171,18271600000000.0,2.78,"1072 E EASTON RD, CRESTON, OH 44217",44217,40.944807,-81.939032,34.53,Single Family Residence / Townhouse,RESIDENTIAL,1900,928,1.0,2,60000,2018-07-06,Resale,30000,65
2011,18251400000000.0,0.3466,"4480 EDWIN DR NW, CANTON, OH 44718",44718,40.846019,-81.449776,46.06,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1979,2856,3.0,3,227000,2018-07-06,Resale,75667,79
3468,18207200000000.0,0.2468,"534 E WILBETH RD, AKRON, OH 44301",44301,41.039684,-81.507359,32.95,Single Family Residence / Townhouse,RESIDENTIAL,1955,1127,1.0,3,100000,2018-07-05,Resale,33333,89
329,18273500000000.0,0.225,"738 PARKVIEW DR, WOOSTER, OH 44691",44691,40.806365,-81.95171500000001,44.09,Single Family Residence / Townhouse,RESIDENTIAL,1949,1202,2.0,3,70000,2018-07-03,Resale,23333,58
7748,2957970000000.0,0.92,"10176 STATE ROUTE 88, GARRETTSVILLE, OH 44231",44231,41.2691,-81.101784,40.71,Single Family Residence / Townhouse,RESIDENTIAL,1954,960,1.0,2,148000,2018-07-03,Resale,74000,154
8296,18333400000000.0,0.4594,"1027 TWINSBURG RD E, MACEDONIA, OH 44056",44056,41.280997,-81.479151,22.25,Single Family Residence / Townhouse,RESIDENTIAL,1978,1560,2.0,3,39750,2018-07-03,Resale,13250,25
2041,2534800000000.0,0.4591,"4760 ANDETTE AVE NW, MASSILLON, OH 44647",44647,40.850417,-81.52561899999999,44.13,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1978,1716,2.0,3,716900,2018-07-03,Resale,238967,418
9792,18318400000000.0,1.44,"51654 PORTMAN RD, AMHERST, OH 44001",44001,41.353381,-82.322811,25.25,Single Family Residence / Townhouse,HOUSE,2004,2082,2.0,5,204500,2018-07-03,Resale,40900,98
9133,32499000000000.0,0.637,"805 BIRDSONG CT, AURORA,OH 44202",44202,41.314502000000005,-81.355908,27.16,Single Family Residence / Townhouse,RESIDENTIAL,2018,3815,4.0,4,460000,2018-07-02,Resale,0,0
321,247222000000.0,0.2388,"4309 7TH ST NW, CANTON, OH 44708",44708,40.805628000000006,-81.423362,49.18,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1943,1163,1.0,3,75000,2018-07-02,Resale,25000,64
378,24271100000000.0,0.0794,"9TH ST NW, CANTON, OH 44703",44703,40.81003,-81.38134000000001,49.94,Single Family Residence / Townhouse,RESIDENTIAL,0,0,0.0,0,15000,2018-06-29,Nominal - Non/Arms Length Sale,0,0
4696,18329700000000.0,0.99,"6519 RIDGE RD, WADSWORTH, OH 44281",44281,41.092529,-81.735421,24.77,Single Family Residence / Townhouse,HOUSE,1887,1483,2.0,3,220100,2018-06-29,Resale,73367,148
2072,18252800000000.0,5.75,"9275 BEESON ST, LOUISVILLE,OH 44641",44641,40.927078,-81.221271,48.31,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1977,1144,2.0,3,275000,2018-06-29,Resale,91667,240
5120,18263600000000.0,0.3259,"951 ROCKY RIDGE DR, AKRON, OH 44313",44313,41.118373999999996,-81.533377,27.71,Single Family Residence / Townhouse,RESIDENTIAL,1978,3276,3.0,4,265500,2018-06-29,Resale,66375,81
7404,14545500000000.0,0.2188,"10 LENNOX RD, HUDSON, OH 44236",44236,41.24064,-81.450272,24.99,Single Family Residence / Townhouse,RESIDENTIAL,1978,2672,4.0,5,375000,2018-06-28,Resale,75000,140
1075,14839800000000.0,0.1664,"2024 DENNISON PL NW, CANTON, OH 44709",44709,40.835407000000004,-81.39320500000001,48.11,Single Family Residence / Townhouse,HOUSE,1941,1608,2.0,3,122500,2018-06-27,Resale,40833,76
5853,18333400000000.0,0.2934,"2344 WOODPARK RD, FAIRLAWN, OH 44333",44333,41.135303,-81.594032,24.96,Single Family Residence / Townhouse,RESIDENTIAL,1966,1718,2.0,3,187000,2018-06-27,Resale,62333,109
2115,18930039153.0,0.7432,"4879 MAYFAIR RD, NORTH CANTON, OH 44720",44720,40.937635,-81.430486,41.05,Single Family Residence / Townhouse,RESIDENTIAL,1952,1850,3.0,3,194500,2018-06-27,Resale,64833,105
7256,18321400000000.0,5.14,"17760 VERMONT ST, GRAFTON, OH 44044",44044,41.229601,-82.081661,18.88,Single Family Residence / Townhouse,HOUSE,1995,1690,3.0,3,275000,2018-06-26,Resale,91667,163
7202,25634439103.0,1.75,"5200 MARKWOOD CT, VALLEY CITY, OH 44280",44280,41.222339,-81.877713,15.13,Single Family Residence / Townhouse,HOUSE,2002,2835,3.0,4,417000,2018-06-26,Resale,104250,147
5786,14690100000000.0,0.2984,"227 GRANT ST, MEDINA, OH 44256",44256,41.131397,-81.861473,21.35,Single Family Residence / Townhouse,HOUSE,1920,1280,1.0,3,127500,2018-06-25,Resale,42500,100
3179,32482600000000.0,0.4591,"7572 SOUTHRIDGE CIR NW, NORTH CANTON, OH 44720",44720,40.89997,-81.42956,43.3,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,2018,2044,2.0,3,85500,2018-06-25,Construction Loan/Financing,0,0
4868,2505670000000.0,0.71,"4405 LAKEVIEW GLEN DR, MEDINA, OH 44256",44256,41.102768,-81.846885,23.32,Single Family Residence / Townhouse,HOUSE,1998,3139,4.0,3,445000,2018-06-22,Resale,148333,142
6386,18263600000000.0,0.1237,"1405 BELLOWS ST, AKRON, OH 44301",44301,41.044709000000005,-81.519532,32.32,Single Family Residence / Townhouse,RESIDENTIAL,1920,1146,2.0,2,51900,2018-06-22,Resale,25950,47
3211,18256300000000.0,0.3444,"7932 PEACHMONT AVE NW, NORTH CANTON, OH 44720",44720,40.903715000000005,-81.38439,44.33,Single Family Residence / Townhouse,HOUSE,1992,2246,3.0,4,266000,2018-06-22,Resale,66500,118
5731,14004000000000.0,1.49,"4117 E SMITH RD, MEDINA, OH 44256",44256,41.129754,-81.835176,21.47,Single Family Residence / Townhouse,HOUSE,1947,1270,2.0,3,20000,2018-06-22,Resale,6667,16
9837,18258300000000.0,0.8526,"279 NORTHWEST AVE, TALLMADGE, OH 44278",44278,41.107878,-81.44915400000001,31.06,Single Family Residence / Townhouse,RESIDENTIAL,1940,1576,2.0,4,125000,2018-06-22,Resale,31250,79
2892,25120400000000.0,0.3343,"5119 GLEN ELM CIR NW, MASSILLON, OH 44646",44646,40.855267,-81.51181899999999,44.1,Single Family Residence / Townhouse,HOUSE,2014,2754,3.0,4,460000,2018-06-22,Resale,115000,167
8713,18246100000000.0,0.2208,"3691 DUFFIELD RD, KENT, OH 44240",44240,41.08976,-81.340158,35.97,Single Family Residence / Townhouse,RESIDENTIAL,1960,1695,2.0,3,50000,2018-06-19,Resale,16667,29
9572,18226400000000.0,0.4683,"12709 PATRICIA DR, NORTH ROYALTON, OH 44133",44133,41.341440999999996,-81.779785,7.78,Single Family Residence / Townhouse,RESIDENTIAL,1958,1309,2.0,3,160000,2018-06-19,Resale,53333,122
8602,18350800000000.0,0.1515,"1476 OSAGE AVE, AKRON, OH 44305",44305,41.083049,-81.465241,31.82,Single Family Residence / Townhouse,RESIDENTIAL,1947,896,1.0,2,50000,2018-06-19,Resale,25000,56
9488,18340100000000.0,0.5152,"1484 MALLARD CV, TWINSBURG, OH 44087",44087,41.337993,-81.473584,20.85,Single Family Residence / Townhouse,RESIDENTIAL,1995,2350,3.0,3,27000,2018-06-18,Resale,9000,11
4663,64567039153.0,0.2479,"1632 DELIA AVE, AKRON, OH 44320",44320,41.091871999999995,-81.575001,28.03,Single Family Residence / Townhouse,RESIDENTIAL,1939,1578,1.0,2,80000,2018-06-18,Resale,40000,51
5988,832315000000.0,0.297,"1069 SUSAN RD, RAVENNA, OH 44266",44266,41.141244,-81.263141,36.92,Single Family Residence / Townhouse,RESIDENTIAL,2005,1634,3.0,3,175000,2018-06-15,Resale,58333,107
482,18255200000000.0,2.71,"2103 ALABAMA AVE SW, DALTON, OH 44618",44618,40.781655,-81.632536,46.88,Single Family Residence / Townhouse,HOUSE,1941,1681,2.0,3,118500,2018-06-15,Resale,39500,70
8448,18247400000000.0,0.978,"8432 GARFIELD DR, GARRETTSVILLE, OH 44231",44231,41.290978,-81.08380600000001,41.2,Single Family Residence / Townhouse,RESIDENTIAL,2003,1830,3.0,3,228000,2018-06-15,Resale,76000,125
6600,1014190000000.0,1.06,"3623 SANCTUARY DR, AKRON, OH 44333",44333,41.154383,-81.63959,22.61,Single Family Residence / Townhouse,RESIDENTIAL,1986,4314,5.0,5,585000,2018-06-15,Resale,117000,133
4487,18246900000000.0,5.92,"14027 GERMAN CHURCH RD, ATWATER, OH 44201",44201,40.988291,-81.124697,49.06,Single Family Residence / Townhouse,RESIDENTIAL,1993,3309,4.0,5,355000,2018-06-15,Resale,71000,107
5697,2459540000000.0,0.33,"746 HIDDEN VALLEY DR, WADSWORTH, OH 44281",44281,41.030011,-81.752821,28.8,Single Family Residence / Townhouse,HOUSE,1995,1832,2.0,3,233000,2018-06-15,Resale,77667,127
3366,18330300000000.0,0.4678,"8793 CONCORD DR, WESTFIELD CENTER,OH 44251",44251,41.033062,-81.93078100000001,28.44,Single Family Residence / Townhouse,HOUSE,1970,1947,4.0,3,185000,2018-06-14,Resale,61667,95
381,5239910000000.0,0.1333,"1222 RIDGE RD NW, CANTON, OH 44703",44703,40.810162,-81.389454,49.73,Single Family Residence / Townhouse,HOUSE,1925,1448,2.0,3,76000,2018-06-13,Resale,25333,52
1474,24581900000000.0,0.1557,"7040 EMERALD COVE AVE NW, CANAL FULTON, OH 44614",44614,40.883581,-81.531238,41.9,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,2018,1699,2.0,3,46900,2018-06-13,Resale,0,0
8734,2547880000000.0,0.2755,"1197 EASTLAND AVE, AKRON, OH 44305",44305,41.091840000000005,-81.455936,31.66,Single Family Residence / Townhouse,RESIDENTIAL,1996,1194,2.0,3,75000,2018-06-13,REO (Transfer to Lender),25000,63
2758,18251700000000.0,0.10800000000000001,"534 JEFFERSON AVE, BARBERTON, OH 44203",44203,41.020949,-81.58627,32.08,Single Family Residence / Townhouse,RESIDENTIAL,0,0,0.0,0,45000,2018-06-13,Resale,0,0
5382,18256800000000.0,0.3264,"356 S VAN BUREN AVE, BARBERTON, OH 44203",44203,41.000674,-81.60144,33.03,Single Family Residence / Townhouse,HOUSE,1909,1021,1.0,2,54000,2018-06-12,Resale,54000,55
6778,18261500000000.0,3.37,"1496 W BATH RD, CUYAHOGA FALLS, OH 44223",44223,41.164770000000004,-81.556751,24.43,Single Family Residence / Townhouse,RESIDENTIAL,2000,2272,3.0,4,347000,2018-06-12,Resale,115667,147
2627,2437120000000.0,0.2497,"52 E MAIN ST, SEVILLE, OH 44273",44273,41.009968,-81.86040600000001,29.73,Single Family Residence / Townhouse,HOUSE,1980,1344,2.0,2,140000,2018-06-11,Resale,70000,104
7722,2774860000000.0,0.546,"1914 SPRINGSIDE CIR, STREETSBORO, OH 44241",44241,41.266483,-81.324763,29.88,Single Family Residence / Townhouse,RESIDENTIAL,2008,2174,4.0,4,280000,2018-06-11,Resale,70000,129
4948,1665610000000.0,1.557,"6248 SAINT ANDREWS WAY, RAVENNA, OH 44266",44266,41.10885,-81.167295,42.32,Single Family Residence / Townhouse,RESIDENTIAL,1999,2508,2.0,3,240000,2018-06-08,Resale,80000,96
5439,14945800000000.0,0.1607,"87 30TH ST NW, BARBERTON, OH 44203",44203,41.010493,-81.637073,31.71,Single Family Residence / Townhouse,RESIDENTIAL,1939,1190,1.0,4,42100,2018-06-08,REO (Transfer to Lender),10525,35
1528,24581900000000.0,0.2089,"1280 LONGSHADOW AVE, NORTH CANTON, OH 44720",44720,40.889136,-81.384574,45.17,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,2017,2258,4.0,5,451000,2018-06-08,New Construction,112750,200
5765,18257900000000.0,0.149,"1819 21ST ST, CUYAHOGA FALLS, OH 44223",44223,41.131653,-81.507244,27.83,Single Family Residence / Townhouse,RESIDENTIAL,1950,864,1.0,3,67000,2018-06-08,Resale,22333,78
8694,2576740000000.0,0.1251,"754 HAYDEN AVE, AKRON, OH 44320",44320,41.088848,-81.57255,28.28,Single Family Residence / Townhouse,RESIDENTIAL,1949,960,1.0,2,70000,2018-06-08,Resale,35000,73
9419,5441690000000.0,0.3375,"10575 KING COE LN, STRONGSVILLE, OH 44149",44149,41.333436999999996,-81.837948,7.43,Single Family Residence / Townhouse,RESIDENTIAL,1959,1583,3.0,3,196000,2018-06-08,Resale,65333,124
6277,18263400000000.0,0.0525,"2345 27TH ST SW, AKRON, OH 44314",44314,41.039863000000004,-81.57172,31.25,Single Family Residence / Townhouse,RESIDENTIAL,1926,960,1.0,3,9000,2018-06-07,Resale,3000,9
3646,403739000000.0,0.1102,"2616 TERRACE AVE, AKRON, OH 44312",44312,41.048623,-81.435774,34.63,Single Family Residence / Townhouse,RESIDENTIAL,1949,816,1.0,1,71000,2018-06-07,Resale,71000,87
7886,465256000000.0,0.0689,"451 S ARLINGTON ST, AKRON, OH 44306",44306,41.059792,-81.490675,32.29,Single Family Residence / Townhouse,RESIDENTIAL,1914,1264,1.0,3,23860,2018-06-07,Nominal - Non/Arms Length Sale,7953,19
7072,5405610000000.0,0.0882,"318 GARFIELD ST, NEWTON FALLS, OH 44444",44444,41.197590999999996,-80.964054,49.09,Single Family Residence / Townhouse,RESIDENTIAL,1920,1070,1.0,3,23000,2018-06-07,Resale,7667,21
9278,18224800000000.0,1.0,"11876 W 130TH ST, STRONGSVILLE, OH 44136",44136,41.326042,-81.785464,8.61,Single Family Residence / Townhouse,RESIDENTIAL,1932,1008,1.0,2,40000,2018-06-06,Resale,20000,40
2979,24581900000000.0,0.4697,"6183 MICHAEL BARKEY AVE NW, CANAL FULTON,OH 44614",44614,40.87214,-81.568881,41.9,Single Family Residence / Townhouse,HOUSE,2018,2022,3.0,4,44800,2018-06-06,Construction Loan/Financing,0,0
6975,14290800000000.0,0.1997,"4343 PLOVER AVE, STOW, OH 44224",44224,41.184306,-81.461258,26.91,Single Family Residence / Townhouse,RESIDENTIAL,2002,1107,2.0,3,36000,2018-06-06,Resale,18000,33
6205,18333400000000.0,0.0692,"65 ELMWOOD AVE, BARBERTON, OH 44203",44203,41.035602000000004,-81.581608,31.28,Single Family Residence / Townhouse,RESIDENTIAL,1920,1144,1.0,3,66000,2018-06-06,Resale,22000,58
8445,2014830000000.0,0.823,"9948 BARR RD, BRECKSVILLE, OH 44141",44141,41.291771000000004,-81.655813,14.44,Single Family Residence / Townhouse,RESIDENTIAL,2006,2278,3.0,3,324900,2018-06-06,Resale,108300,143
2522,984706000000.0,0.5698,"2667 STEWART DR, RITTMAN, OH 44270",44270,40.99487,-81.784071,30.96,Single Family Residence / Townhouse,HOUSE,1958,3617,4.0,6,307500,2018-06-06,Resale,51250,85
4324,14701100000000.0,0.303,"75 RIDGE TOP CIR, DOYLESTOWN, OH 44230",44230,40.966953000000004,-81.683011,33.84,Single Family Residence / Townhouse,RESIDENTIAL,1998,1560,2.0,3,208000,2018-06-05,Resale,69333,133
2634,3294810000000.0,0.1377,"299 E FORD AVE, BARBERTON, OH 44203",44203,41.011387,-81.594854,32.49,Single Family Residence / Townhouse,RESIDENTIAL,1933,1482,2.0,3,122900,2018-06-05,Resale,40967,83
2367,2494090000000.0,0.2273,"120 N 3RD ST, RITTMAN, OH 44270",44270,40.973490999999996,-81.786373,32.42,Single Family Residence / Townhouse,RESIDENTIAL,1949,1752,1.0,3,125000,2018-06-04,Resale,41667,71
8088,899999000000.0,0.1028,"862 GLENN ST, AKRON, OH 44320",44320,41.074777000000005,-81.55619,29.55,Single Family Residence / Townhouse,RESIDENTIAL,1919,1510,1.0,3,24500,2018-06-01,Construction Loan/Financing,8167,16
6370,1715950000000.0,0.124,"85 E BROOKSIDE AVE, AKRON, OH 44301",44301,41.044162,-81.524066,32.23,Single Family Residence / Townhouse,RESIDENTIAL,1918,1379,1.0,3,48000,2018-06-01,Resale,16000,35
1454,18253600000000.0,1.09,"10245 PORTAGE ST NW, CANAL FULTON, OH 44614",44614,40.881301,-81.541944,41.83,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1943,1965,2.0,3,88000,2018-06-01,REO (Transfer to Lender),29333,45
7085,2323630000000.0,3.19,"9050 DUNHAM RD, LITCHFIELD, OH 44253",44253,41.199683,-82.006575,18.5,Single Family Residence / Townhouse,HOUSE,1954,896,1.0,2,105000,2018-06-01,Resale,52500,117
